timestamp,nav,cash,gross_exposure,net_exposure,leverage,daily_pnl,drawdown
1552780800000000000,1.0018e+06,835520,166284,166284,0.165985,1150.34,0.00333024
1552867200000000000,1.00251e+06,835520,166989,166989,0.166571,704.332,0.00262952
1552953600000000000,1.00391e+06,835520,168392,168392,0.167736,1402.9,0.00123381
1553040000000000000,1.00455e+06,835520,169032,169032,0.168266,640.275,0.000596819
1553126400000000000,1.00377e+06,835520,168254,168254,0.167621,-778.06,0.00137089
1553212800000000000,1.00306e+06,835520,167544,167544,0.167032,-709.835,0.00207709
1553299200000000000,1.00395e+06,835520,168426,168426,0.167764,881.555,0.00120005
1553385600000000000,1.00496e+06,835520,169438,169438,0.168602,1012.12,0.000193124
1553472000000000000,1.00462e+06,835520,169095,169095,0.168319,-342.274,0.000533644
1553558400000000000,1.0042e+06,835520,168681,168681,0.167975,-414.639,0.000946158
1553644800000000000,1.00434e+06,835520,168824,168824,0.168094,143.709,0.000803185
1553731200000000000,1.00641e+06,835520,170893,170893,0.169804,2068.58,0
1553817600000000000,1.00512e+06,835520,169595,169595,0.168732,-1297.73,0.00128946
1553904000000000000,1.00486e+06,835520,169342,169342,0.168523,-253.124,0.00154097
1553990400000000000,1.00625e+06,835520,170727,170727,0.169667,1384.99,0.000164802
1554076800000000000,1.00719e+06,835520,171672,171672,0.170446,944.366,0
